edad,sexo_bin,indigena_bin,idioma_originario,lee_escribe_bin,hacinamiento,indice_servicios,piso_adecuado,pared_adecuada,internet_bin,log_alquiler,log_ingreso_pc,jefe_anios_estudio,jefe_edad,jefe_sexo,trabajo_bin,area_nombre_Urbana,depto_nombre_Chuquisaca,depto_nombre_Cochabamba,depto_nombre_La Paz,depto_nombre_Oruro,depto_nombre_Pando,depto_nombre_Potosí,depto_nombre_Santa Cruz,depto_nombre_Tarija,asistencia_real,pred_lr,proba_lr,pred_rf,proba_rf
15.0,0,0,1,1,1.0,3,1,1,1,6.2166061010848646,0.0,17.0,42.0,1.0,0,True,False,False,True,False,False,False,False,False,1,1,0.7665605927630521,1,0.8485570782253297
17.0,0,0,1,1,6.0,2,1,1,0,5.707110264748875,4.17694809075731,12.0,38.0,1.0,1,False,False,False,True,False,False,False,False,False,1,1,0.641934181182195,1,0.6716401809495174
7.0,1,0,1,1,2.0,3,1,1,1,6.90875477931522,0.0,17.0,35.0,2.0,0,True,False,True,False,False,False,False,False,False,1,0,0.4412992761017503,0,0.3998758611649064
10.0,1,0,1,1,2.0,3,1,1,1,6.2166061010848646,0.0,4.0,32.0,2.0,0,True,False,False,True,False,False,False,False,False,1,1,0.756706263145211,1,0.7209896995757574
19.0,1,0,1,1,0.8333333333333334,3,1,1,1,6.2166061010848646,0.0,12.0,40.0,1.0,0,True,True,False,False,False,False,False,False,False,0,0,0.2760376981826043,0,0.2592621937478199
16.0,0,0,1,1,6.0,3,0,1,0,6.2166061010848646,0.0,10.0,26.0,1.0,0,True,False,False,False,False,False,False,False,False,1,0,0.4981326551835645,0,0.4578230861810959
8.0,0,0,1,1,3.0,3,1,1,1,6.2166061010848646,6.503789046997708,12.0,31.0,2.0,0,True,False,False,False,True,False,False,False,False,0,0,0.3633272828879185,0,0.37007151136255295
12.0,1,0,1,1,4.0,3,0,0,0,6.2166061010848646,0.0,9.0,61.0,2.0,0,True,False,False,False,False,False,False,False,False,1,1,0.5375365029265224,0,0.42840818083045096
18.0,1,0,1,1,1.0,3,1,1,1,6.2166061010848646,7.601402334583733,12.0,52.0,2.0,0,True,False,True,False,False,False,False,False,False,0,0,0.42129054284666906,0,0.4552156898382075
15.0,0,0,1,1,1.3333333333333333,3,1,1,1,6.2166061010848646,7.496097345175956,12.0,48.0,1.0,0,True,False,False,True,False,False,False,False,False,1,1,0.7568453175347893,1,0.8228315862048102
16.0,1,1,1,1,1.0,3,1,1,1,7.313886831633462,0.0,14.0,53.0,1.0,0,True,False,False,True,False,False,False,False,False,1,1,0.7954978291194426,1,0.7936148165544921
12.0,1,0,1,1,2.5,1,1,1,0,7.170888478512505,7.0909098220799835,8.0,40.0,1.0,0,False,False,False,False,False,False,False,True,False,0,0,0.4096268251246195,0,0.2768245778564765
11.0,1,0,1,1,2.6666666666666665,2,0,1,1,6.2166061010848646,2.772588722239781,4.0,36.0,2.0,0,True,False,True,False,False,False,False,False,False,0,0,0.32999794033792806,0,0.32516744610995096
11.0,0,0,1,1,1.5,3,1,1,1,5.707110264748875,3.258096538021482,11.0,44.0,2.0,0,True,False,False,True,False,False,False,False,False,1,1,0.7739542710585748,1,0.8256466260770228
7.0,0,0,1,1,1.5,3,1,1,1,6.2166061010848646,7.196187070324464,13.0,40.0,1.0,0,True,False,False,True,False,False,False,False,False,1,1,0.7645383364015041,1,0.8539307175379328
19.0,1,0,1,1,1.0,2,1,1,1,6.2166061010848646,0.0,12.0,19.0,1.0,1,True,False,True,False,False,False,False,False,False,0,0,0.22670177908476374,0,0.2579480515341934
14.0,1,0,1,1,1.25,2,1,1,1,5.707110264748875,6.950239890588293,12.0,46.0,1.0,1,True,False,True,False,False,False,False,False,False,0,0,0.23990646229119772,0,0.37433066610520976
16.0,0,0,1,1,1.25,3,1,1,1,7.601402334583733,0.0,15.0,41.0,2.0,0,True,False,True,False,False,False,False,False,False,1,0,0.4313444445605754,0,0.3906255442488893
16.0,1,1,1,1,3.0,2,0,1,1,5.303304908059076,6.2166061010848646,1.0,58.0,1.0,0,False,False,False,False,False,False,True,False,False,0,0,0.4136128086986502,0,0.4516093343912
15.0,1,0,1,1,1.0,3,1,1,1,5.707110264748875,6.341534391994578,15.0,65.0,1.0,0,True,False,False,True,False,False,False,False,False,0,1,0.7608292269352748,1,0.7526841607094731
14.0,1,0,1,1,1.6666666666666667,3,1,1,1,6.2166061010848646,0.0,5.0,47.0,2.0,0,True,False,False,False,False,False,False,True,False,0,0,0.49551221402418133,0,0.4732312802502332
15.0,1,0,1,1,1.3333333333333333,3,1,1,1,6.85751406254539,7.313886831633462,5.0,40.0,1.0,0,True,False,False,False,False,False,False,False,True,0,0,0.3656735805160854,0,0.3888921467538172
11.0,1,0,1,1,6.0,1,0,0,0,2.3978952727983707,8.33511160582689,12.0,24.0,1.0,1,False,False,False,False,False,True,False,False,False,0,0,0.3999994617109464,0,0.34158128292799134
7.0,0,0,1,1,1.3333333333333333,2,0,1,1,4.61512051684126,6.621405651764134,7.0,46.0,1.0,0,False,False,False,False,False,False,True,False,False,1,0,0.3763956008944891,0,0.39762876998626673
16.0,1,0,1,1,1.5,3,0,1,1,6.2166061010848646,6.398594934535208,3.0,39.0,2.0,0,True,False,False,False,True,False,False,False,False,0,0,0.290159239233948,0,0.3604700779925659
17.0,0,0,1,1,1.3333333333333333,3,1,1,1,6.2166061010848646,0.0,15.0,33.0,1.0,0,True,True,False,False,False,False,False,False,False,0,0,0.2903499986558316,0,0.25999404823823996
13.0,0,0,1,1,2.5,2,1,1,0,6.2166061010848646,6.07073772800249,12.0,37.0,1.0,0,True,False,False,False,False,False,False,False,False,1,0,0.4777084409338738,0,0.4829489279965594
5.0,1,0,1,0,1.75,3,1,1,0,6.2166061010848646,3.5221499920798176,14.0,47.0,2.0,0,True,False,False,False,False,False,False,True,False,1,1,0.5221102015019177,1,0.5037936927455244
8.0,1,0,1,1,1.6666666666666667,2,1,1,1,6.2166061010848646,6.8679744089702925,12.0,42.0,1.0,0,True,False,True,False,False,False,False,False,False,1,0,0.3735051356318627,0,0.4191628295800852
8.0,1,0,1,1,4.0,3,1,1,1,6.2166061010848646,0.0,12.0,35.0,1.0,0,True,False,True,False,False,False,False,False,False,0,0,0.44711932463838455,0,0.37622606857551316
16.0,1,0,1,1,1.3333333333333333,3,1,1,1,5.707110264748875,6.26530121273771,12.0,41.0,1.0,0,True,False,False,True,False,False,False,False,False,1,1,0.7485664522692038,1,0.8091165343511748
14.0,0,0,1,1,0.5,3,1,1,0,7.496097345175956,11.002116507732017,12.0,31.0,2.0,0,True,False,False,False,False,False,False,False,False,0,1,0.5037850610612217,0,0.4772930527742083
9.0,1,0,1,1,5.0,2,1,0,0,6.2166061010848646,3.713572066704308,5.0,37.0,1.0,0,True,False,False,False,False,False,False,False,False,1,1,0.5066191599210084,1,0.5001353553248161
15.0,0,0,1,1,2.0,2,1,1,1,6.2166061010848646,4.9003242732785735,17.0,40.0,1.0,1,True,False,False,False,False,False,False,False,False,1,0,0.25516715535003576,0,0.46674305164929963
7.0,1,1,1,1,1.0,2,1,1,1,4.61512051684126,7.7696602203297,12.0,24.0,1.0,0,False,False,False,False,False,False,True,False,False,0,0,0.46513503023048247,0,0.3238051741104257
13.0,1,0,1,1,1.0,3,1,1,0,7.0909098220799835,6.503789046997708,3.0,45.0,2.0,0,True,True,False,False,False,False,False,False,False,1,0,0.3431410767276137,0,0.47969314411001895
10.0,0,0,1,1,2.0,3,1,1,1,6.2166061010848646,4.7318028369214575,11.0,31.0,2.0,0,False,False,True,False,False,False,False,False,False,0,0,0.4137848591679155,0,0.4088036447567862
11.0,1,0,1,1,2.0,3,1,1,1,6.2166061010848646,0.0,17.0,25.0,2.0,0,False,False,False,False,False,False,False,True,False,1,0,0.4658107770534825,0,0.47910696787392487
18.0,0,1,1,1,1.3333333333333333,3,1,1,1,6.2166061010848646,4.836281906951478,1.0,39.0,2.0,0,True,False,False,True,False,False,False,False,False,1,1,0.7988864752301662,1,0.6805477772596862
17.0,1,1,1,1,1.5,3,1,1,1,6.2166061010848646,0.0,17.0,48.0,2.0,0,True,False,False,True,False,False,False,False,False,1,1,0.8073306977401722,1,0.8285264852213663
5.0,1,0,1,1,1.75,3,1,1,1,6.398594934535208,8.18100091560234,17.0,45.0,1.0,0,True,False,False,False,True,False,False,False,False,1,0,0.35217256699142496,0,0.4305151215055242
8.0,1,0,1,1,6.0,3,0,1,0,6.2166061010848646,0.0,10.0,26.0,1.0,0,True,False,False,False,False,False,False,False,False,1,0,0.4968852899864939,0,0.4762370413702582
14.0,1,0,1,1,1.5,3,1,1,1,8.006700845440367,8.11202803831707,12.0,36.0,2.0,1,True,False,False,False,False,False,False,False,False,0,0,0.26554135668737966,0,0.38991505992028
17.0,0,0,1,1,2.5,3,1,1,1,6.2166061010848646,0.0,19.0,45.0,1.0,0,True,True,False,False,False,False,False,False,False,0,0,0.30156515925015875,0,0.24132596998195993
8.0,0,0,1,1,1.6666666666666667,3,1,1,1,6.2166061010848646,2.5649493574615367,1.0,35.0,1.0,0,True,False,True,False,False,False,False,False,False,1,0,0.44184842988988243,0,0.3843403154048309
17.0,0,0,1,1,1.0,3,1,1,1,6.2166061010848646,0.0,17.0,36.0,2.0,0,True,False,True,False,False,False,False,False,False,0,0,0.44599361480353883,0,0.3981083795481278
12.0,0,0,1,1,0.6,3,0,1,1,5.017279836814924,7.458378372622194,4.0,43.0,1.0,0,True,True,False,False,False,False,False,False,False,0,0,0.2562169387614356,0,0.31911407714714896
13.0,1,0,1,1,0.8,3,1,1,1,5.707110264748875,4.764308407326388,17.0,59.0,1.0,0,True,False,True,False,False,False,False,False,False,0,0,0.44402531879653984,0,0.39241571527173646
11.0,1,0,1,1,2.0,3,1,1,1,6.2166061010848646,0.0,17.0,48.0,1.0,0,True,False,True,False,False,False,False,False,False,0,0,0.4469196142079322,0,0.3950821869889115
7.0,0,0,1,1,2.3333333333333335,2,0,0,0,5.303304908059076,8.790638688751686,1.0,65.0,1.0,0,False,False,False,False,False,True,False,False,False,0,1,0.5994068879353418,0,0.43743980001309196
9.0,0,0,1,1,1.2,2,1,1,0,6.2166061010848646,7.313886831633462,13.0,29.0,2.0,0,True,False,True,False,False,False,False,False,False,1,0,0.47049907508090455,1,0.5398490789510295
6.0,1,0,1,1,2.5,3,1,1,1,7.601402334583733,0.0,19.0,49.0,1.0,0,True,False,False,True,False,False,False,False,False,1,1,0.7606263837485934,1,0.7342665068134818
10.0,0,0,1,1,1.6666666666666667,3,1,1,1,6.2166061010848646,7.313886831633462,17.0,35.0,1.0,0,True,False,False,False,False,False,False,False,True,1,0,0.40195287445936206,0,0.3463949303107231
14.0,1,0,1,1,0.8333333333333334,2,1,1,1,8.294299608857235,8.294299608857235,17.0,49.0,1.0,0,False,True,False,False,False,False,False,False,False,0,0,0.1919260774571582,0,0.18377832790151657
13.0,0,0,1,1,3.0,2,1,1,1,6.2166061010848646,0.0,17.0,36.0,1.0,0,False,False,False,False,False,False,False,False,False,1,0,0.37375707185074913,0,0.4049407283145631
13.0,1,0,1,1,1.5,3,1,1,1,6.90875477931522,6.2166061010848646,11.0,46.0,1.0,0,True,False,False,True,False,False,False,False,False,1,1,0.7421197813764988,1,0.721504837559808
18.0,0,0,1,1,0.4,3,1,1,1,7.313886831633462,0.0,17.0,73.0,1.0,0,True,True,False,False,False,False,False,False,False,0,0,0.29461693166092956,0,0.22699499581203297
14.0,0,0,1,1,0.6666666666666666,3,1,1,1,5.303304908059076,5.303304908059076,5.0,54.0,1.0,0,True,False,False,False,False,False,True,False,False,0,0,0.49682544219761854,0,0.47531049452291607
7.0,0,0,1,1,4.0,2,1,1,1,6.2166061010848646,8.922791623969637,7.0,28.0,2.0,0,True,True,False,False,False,False,False,False,False,0,0,0.24659196927595914,0,0.2666293702712829
5.0,1,0,1,0,1.3333333333333333,2,1,1,1,5.707110264748875,10.948189089173493,8.0,30.0,1.0,0,False,False,True,False,False,False,False,False,False,0,0,0.2711090814009106,0,0.2374506377704298
16.0,1,0,1,1,0.75,3,1,1,1,6.2166061010848646,3.5361166995615263,12.0,18.0,1.0,0,True,False,False,False,False,False,True,False,False,0,0,0.4541820075283892,0,0.4360921176711699
7.0,0,0,1,1,4.0,3,1,1,1,6.2166061010848646,7.53689712956617,14.0,45.0,2.0,0,True,False,False,True,False,False,False,False,False,1,1,0.7754195526181638,1,0.827143354152009
11.0,1,0,1,1,1.6666666666666667,3,1,1,1,6.55250788703459,0.0,12.0,39.0,1.0,0,True,False,False,False,False,False,False,False,False,1,0,0.4407282219200658,0,0.4386158502809307
15.0,0,0,1,1,3.5,1,0,0,0,5.707110264748875,5.7516651977470294,9.0,36.0,1.0,0,False,False,False,False,False,True,False,False,False,1,1,0.5202956625611487,1,0.6599995432515012
10.0,0,0,1,1,1.3333333333333333,3,1,1,1,5.017279836814924,0.0,12.0,37.0,2.0,0,False,False,False,True,False,False,False,False,False,1,1,0.7610451816724583,1,0.668508191513334
12.0,0,0,1,1,0.8,3,1,1,1,7.313886831633462,0.0,17.0,40.0,1.0,0,True,True,False,False,False,False,False,False,False,0,0,0.288111376712745,0,0.23761869962050053
13.0,1,0,1,1,0.6,3,1,1,1,7.496097345175956,10.396179755105976,12.0,47.0,2.0,0,True,False,False,True,False,False,False,False,False,1,1,0.7320715594348016,1,0.7346299079192317
15.0,0,0,1,1,2.0,3,1,1,1,6.2166061010848646,4.61512051684126,9.0,37.0,1.0,0,True,False,False,False,False,False,False,True,False,0,0,0.4931231151946246,0,0.4651866600323701
12.0,0,0,1,1,3.0,3,0,1,0,6.2166061010848646,3.5361166995615263,11.0,41.0,2.0,0,True,False,False,False,True,False,False,False,False,0,0,0.40718889609651415,0,0.4241008133349031
8.0,1,0,1,1,2.0,2,1,1,1,5.017279836814924,8.922791623969637,14.0,50.0,1.0,0,False,False,True,False,False,False,False,False,False,0,0,0.3623078179373707,0,0.23152597953364132
14.0,0,1,1,1,3.0,2,0,1,1,5.993961427306569,8.006700845440367,11.0,44.0,1.0,1,False,False,False,False,True,False,False,False,False,0,0,0.18199150898584945,0,0.20709730449342675
15.0,1,1,1,1,1.0,3,1,1,1,7.313886831633462,10.691967639914864,17.0,42.0,1.0,0,True,False,False,True,False,False,False,False,False,0,1,0.7800433932930797,1,0.7644392998635143
13.0,1,0,1,1,4.0,2,1,1,1,7.601402334583733,0.0,17.0,48.0,2.0,0,True,False,True,False,False,False,False,False,False,1,0,0.37807097107347254,0,0.48843431062145803
19.0,1,0,1,1,1.0,3,1,1,1,6.2166061010848646,5.3981627015177525,12.0,60.0,1.0,0,True,False,False,True,False,False,False,False,False,0,1,0.748349082900566,1,0.6407788408644843
10.0,0,0,1,1,1.6666666666666667,3,1,1,1,5.303304908059076,0.0,12.0,35.0,1.0,0,False,False,False,False,False,False,False,True,False,0,0,0.49118225234031015,1,0.5508778542700836
16.0,0,0,1,1,1.5,3,1,1,1,6.2166061010848646,3.9318256327243257,9.0,40.0,1.0,0,True,False,True,False,False,False,False,False,False,1,0,0.43397118640781857,0,0.4329974050924313
19.0,1,0,1,1,2.0,2,1,1,1,5.5254529391317835,8.358822508778069,9.0,40.0,1.0,1,False,False,False,False,False,True,False,False,False,0,0,0.3321682565449003,0,0.217419494469485
15.0,1,0,1,1,1.5,3,1,1,0,6.2166061010848646,7.196187070324464,9.0,42.0,1.0,0,True,False,False,False,False,False,True,False,False,0,1,0.5540616072031713,1,0.5384991276160399
13.0,1,0,1,1,1.0,3,1,1,1,7.170888478512505,8.006700845440367,17.0,53.0,1.0,0,True,False,False,False,False,False,False,True,False,0,0,0.4741779473494833,0,0.4876752454160462
19.0,1,0,1,1,0.6666666666666666,3,1,1,1,6.2166061010848646,7.467942332285852,13.0,48.0,2.0,0,True,False,False,False,False,False,False,True,False,1,0,0.4759173749533768,1,0.5323091464857691
8.0,0,0,1,1,2.5,2,1,1,0,5.707110264748875,0.0,2.0,28.0,2.0,0,True,False,True,False,False,False,False,False,False,0,0,0.488825276054282,0,0.4979066971491366
9.0,0,0,1,1,1.5,3,1,1,0,5.017279836814924,3.5361166995615263,11.0,41.0,2.0,0,True,False,True,False,False,False,False,False,False,0,1,0.5600429307783156,0,0.48790688938003685
19.0,0,0,1,1,1.0,3,1,1,1,6.90875477931522,5.081404364984463,12.0,38.0,2.0,0,True,False,False,True,False,False,False,False,False,1,1,0.7465648931347239,1,0.7189276916755177
14.0,1,0,1,1,1.0,3,1,1,1,6.2166061010848646,0.0,18.0,42.0,1.0,0,True,False,True,False,False,False,False,False,False,0,0,0.43612492576969336,0,0.3813649467158835
12.0,1,0,1,1,0.8,3,1,1,1,5.707110264748875,7.650168700845001,12.0,48.0,1.0,0,True,False,False,True,False,False,False,False,False,1,1,0.7533914285367528,1,0.831504242475327
19.0,1,0,1,1,2.6666666666666665,2,1,1,0,5.5254529391317835,4.330733340286331,12.0,35.0,2.0,0,False,False,False,False,False,True,False,False,False,0,1,0.5862379331655311,0,0.4567887759894899
12.0,1,0,1,1,1.5,3,1,1,1,6.2166061010848646,0.0,12.0,32.0,2.0,0,True,False,False,False,False,False,False,True,False,0,0,0.49456517273559586,0,0.44642378740385624
10.0,1,0,1,1,1.5,3,1,1,1,6.2166061010848646,0.0,12.0,39.0,1.0,0,True,False,False,False,True,False,False,False,False,1,0,0.3539862078101669,0,0.441644131666037
15.0,1,0,1,1,1.3333333333333333,3,1,1,1,6.2166061010848646,7.226936018493289,14.0,43.0,1.0,0,True,False,False,True,False,False,False,False,False,1,1,0.745148063247206,1,0.8299107412170172
9.0,0,0,1,1,2.0,2,1,1,0,4.394449154672439,6.90875477931522,6.0,50.0,1.0,0,False,False,False,False,True,False,False,False,False,0,0,0.3834358039004596,0,0.3054652290326245
19.0,0,0,1,1,0.8,3,1,1,1,7.0909098220799835,6.90875477931522,16.0,45.0,1.0,0,True,False,False,False,False,False,False,False,True,1,0,0.37929057880144784,0,0.33453261018907815
8.0,1,0,1,1,4.0,3,1,1,1,6.2166061010848646,4.855928904335275,10.0,29.0,2.0,0,True,False,False,False,False,False,False,True,False,1,0,0.4966260347080679,0,0.481862464168928
13.0,1,0,1,1,2.5,2,1,1,0,6.2166061010848646,9.530320210727126,12.0,35.0,1.0,1,True,False,True,False,False,False,False,False,False,0,0,0.3018705363820244,0,0.3799012626477413
9.0,1,0,1,1,2.5,2,0,1,0,5.303304908059076,5.081404364984463,1.0,66.0,2.0,1,False,False,True,False,False,False,False,False,False,1,0,0.27070754567940464,0,0.3715088805004781
10.0,1,1,1,1,2.0,2,0,1,0,5.303304908059076,6.111467339502679,6.0,36.0,1.0,0,False,False,False,False,False,False,True,False,False,0,1,0.5019866361988479,1,0.5263073634129631
16.0,1,0,1,1,0.8,3,1,1,1,7.0909098220799835,0.0,7.0,51.0,1.0,0,True,False,False,False,False,False,False,True,False,0,0,0.4767399967101938,0,0.4631749626718693
14.0,1,0,1,1,3.0,1,0,0,0,5.303304908059076,7.062762734529377,5.0,34.0,2.0,1,False,False,False,False,False,False,False,False,False,0,0,0.23405224989677967,0,0.3774267138288328
16.0,1,0,1,1,0.8333333333333334,3,1,1,1,7.0909098220799835,0.0,12.0,44.0,1.0,0,True,False,False,False,True,False,False,False,False,0,0,0.33490634652911305,0,0.4692952947049234
8.0,1,0,1,1,1.25,2,1,1,1,6.2166061010848646,0.0,5.0,42.0,2.0,0,True,False,True,False,False,False,False,False,False,0,0,0.3843319981676263,0,0.42006261592715055
7.0,0,0,1,1,0.6,2,1,1,1,5.993961427306569,0.0,17.0,64.0,1.0,0,False,True,False,False,False,False,False,False,False,1,0,0.24764617789254323,0,0.23367067783260168
17.0,1,0,1,1,2.0,3,1,1,1,6.2166061010848646,6.98100574072173,12.0,39.0,1.0,0,True,False,False,True,False,False,False,False,False,1,1,0.741689689694594,1,0.7594679202866863
7.0,1,0,1,1,3.0,2,0,0,0,6.2166061010848646,0.0,13.0,27.0,2.0,0,False,False,False,False,False,True,False,False,False,0,1,0.5828048389469522,1,0.552629504934993
7.0,0,0,1,1,1.3333333333333333,3,1,1,1,6.68586094706836,0.0,17.0,48.0,1.0,0,True,False,False,True,False,False,False,False,False,1,1,0.7747377261042407,1,0.7840088210676519
9.0,1,0,1,1,0.8333333333333334,3,1,1,1,7.601402334583733,0.0,14.0,44.0,1.0,0,True,False,False,False,False,False,False,True,False,0,0,0.4825046671110596,0,0.4428951302098942
7.0,0,0,1,1,0.8,3,1,1,1,8.517393171418904,9.328212292571072,17.0,43.0,1.0,0,True,False,False,False,False,False,False,True,False,0,0,0.47162222411028304,0,0.41973280162220616
12.0,0,0,1,1,5.0,3,1,1,0,6.2166061010848646,0.0,7.0,31.0,2.0,0,True,False,False,False,False,False,False,True,False,0,1,0.6058302569268134,1,0.5372327717292363
15.0,1,0,1,1,1.3333333333333333,2,1,1,1,6.90875477931522,0.0,12.0,43.0,1.0,0,True,False,False,False,False,False,False,False,False,1,0,0.3731998013400072,0,0.42750580703481167
6.0,1,0,1,0,3.0,3,1,0,0,6.2166061010848646,0.0,2.0,39.0,2.0,0,False,False,False,False,False,False,False,False,False,1,0,0.46476604560915324,1,0.5301097400862325
14.0,0,0,1,1,1.3333333333333333,3,1,1,1,6.2166061010848646,5.303304908059076,12.0,46.0,1.0,0,True,False,False,True,False,False,False,False,False,0,1,0.7603039520072916,1,0.7538746548897237
19.0,1,0,1,1,3.0,3,0,1,1,6.2166061010848646,5.303304908059076,8.0,39.0,2.0,1,False,False,False,False,False,False,False,True,False,0,0,0.2620912499990961,0,0.31846575724936566
17.0,0,0,1,1,1.0,2,1,1,1,6.2166061010848646,5.303304908059076,5.0,44.0,2.0,0,True,False,True,False,False,False,False,False,False,1,0,0.3747006045181374,0,0.44160648101943667
13.0,1,0,1,1,2.0,3,1,1,0,5.8888779583328805,6.2166061010848646,4.0,50.0,1.0,0,True,False,False,False,True,False,False,False,False,0,0,0.4312372226319984,0,0.3792180477175029
10.0,1,0,1,1,2.5,2,0,1,1,3.9318256327243257,6.55250788703459,3.0,41.0,2.0,0,False,False,True,False,False,False,False,False,False,0,0,0.32616903561069943,0,0.3162842315902049
14.0,0,1,1,1,1.6666666666666667,3,1,1,1,5.303304908059076,6.2166061010848646,4.0,55.0,2.0,1,False,False,False,False,False,False,True,False,False,0,0,0.38579509611655877,0,0.4459580070921782
6.0,0,0,1,1,2.0,3,1,1,1,5.860786223465865,7.824445930877619,11.0,26.0,1.0,0,True,False,False,False,False,False,False,True,False,1,1,0.5019092490080777,1,0.5310548090530502
16.0,0,0,1,1,1.6666666666666667,3,1,1,1,6.2166061010848646,6.90875477931522,17.0,39.0,1.0,0,True,False,False,True,False,False,False,False,False,1,1,0.7559549114824221,1,0.8162007720654251
8.0,1,0,1,1,1.25,3,1,1,1,6.90875477931522,3.713572066704308,12.0,41.0,1.0,0,True,False,False,False,False,False,False,True,False,0,0,0.4846187004031761,0,0.47586421518337624
10.0,0,0,1,1,0.625,3,1,1,1,6.55250788703459,0.0,19.0,40.0,1.0,0,True,False,False,True,False,False,False,False,False,0,1,0.7686242167059023,1,0.7708100809916191
13.0,0,0,1,1,1.5,3,1,1,1,6.2166061010848646,3.7534179752515073,17.0,45.0,1.0,0,True,False,False,True,False,False,False,False,False,1,1,0.7661750521519384,1,0.8122737939288696
19.0,1,0,1,1,2.0,3,1,1,1,6.2166061010848646,0.0,12.0,21.0,1.0,1,True,False,False,False,False,False,False,False,True,0,0,0.24422941375730237,0,0.25948799042201365
17.0,0,0,1,1,1.3333333333333333,3,1,1,1,6.2166061010848646,4.483002552013883,5.0,35.0,2.0,0,False,False,False,False,False,False,False,True,False,1,0,0.4571134190843276,1,0.5165107479748658
13.0,0,0,1,1,1.3333333333333333,2,1,1,1,6.2166061010848646,7.901377353792616,11.0,45.0,1.0,1,False,False,False,False,True,False,False,False,False,0,0,0.16703039374722736,0,0.18035475127398956
14.0,1,0,1,1,0.8,3,1,1,1,5.017279836814924,7.773173680482536,5.0,44.0,2.0,0,False,True,False,False,False,False,False,False,False,1,0,0.2604278856499585,0,0.2673258465228251
12.0,0,0,1,1,3.5,3,1,1,1,5.707110264748875,4.28260085453587,5.0,40.0,1.0,0,False,False,False,False,False,False,False,False,False,0,0,0.4271007976993626,1,0.541204159189824
17.0,0,0,1,1,1.0,2,1,1,1,7.601402334583733,6.7266330027636645,17.0,68.0,1.0,0,True,False,False,False,False,False,False,False,False,0,0,0.3788392206060128,0,0.46136813094357665
17.0,0,0,1,1,3.0,3,1,1,0,6.2166061010848646,0.0,2.0,40.0,1.0,0,True,False,False,False,False,False,False,True,False,0,1,0.5889797275198668,1,0.518466258655911
7.0,0,0,1,1,1.0,3,1,1,1,6.2166061010848646,0.0,19.0,37.0,1.0,0,True,False,False,False,True,False,False,False,False,0,0,0.37427194279999587,0,0.44960497804102806
8.0,0,0,1,1,2.0,3,1,1,1,6.2166061010848646,0.0,19.0,48.0,1.0,0,True,False,True,False,False,False,False,False,False,0,0,0.46786787001333197,0,0.4147620535321584
13.0,0,0,1,1,1.6666666666666667,1,1,1,0,5.303304908059076,7.02197642307216,11.0,40.0,1.0,0,False,False,True,False,False,False,False,False,False,0,0,0.3891610809720113,0,0.40910950130666235
7.0,1,0,1,1,2.5,3,1,1,1,6.2166061010848646,7.0707241072602764,9.0,32.0,1.0,0,True,False,False,False,False,True,False,False,False,1,1,0.5827865064020753,1,0.5886032839380706
17.0,1,0,1,1,1.0,3,1,1,1,6.2166061010848646,8.46611040118692,5.0,45.0,2.0,0,True,False,False,False,False,False,False,True,False,1,0,0.4710181442516617,0,0.4818956257566868
12.0,1,0,1,1,2.3333333333333335,3,1,1,1,6.2166061010848646,6.572682063274631,5.0,40.0,1.0,0,True,False,True,False,False,False,False,False,False,0,0,0.42101276772322266,0,0.3755123420131588
5.0,1,0,1,1,1.3333333333333333,3,1,1,1,6.2166061010848646,0.0,13.0,31.0,1.0,0,True,False,False,True,False,False,False,False,False,1,1,0.7621861551224074,1,0.812282471418178
15.0,0,0,1,1,2.25,1,1,1,0,7.0909098220799835,7.196187070324464,8.0,40.0,1.0,0,False,False,False,False,False,False,False,True,False,0,0,0.4190747414590906,0,0.2789903798996297
13.0,0,0,1,1,2.5,3,1,1,1,6.2166061010848646,0.0,12.0,53.0,1.0,0,True,False,False,False,False,False,False,True,False,0,1,0.518313184214598,0,0.4843593339465744
11.0,0,0,1,1,4.0,2,0,0,0,5.303304908059076,0.0,3.0,50.0,2.0,0,False,False,False,True,False,False,False,False,False,1,1,0.7724147327458399,1,0.6279151865954948
18.0,0,0,1,1,0.75,3,1,1,1,6.2166061010848646,0.0,17.0,46.0,1.0,0,True,False,True,False,False,False,False,False,False,0,0,0.4447914777799023,0,0.4303981885022901
10.0,1,0,1,1,1.0,3,1,1,0,6.111467339502679,0.0,12.0,38.0,2.0,0,True,False,False,True,False,False,False,False,False,0,1,0.8220031681327072,1,0.8184107486250215
7.0,1,0,1,1,3.0,3,1,1,1,6.2166061010848646,6.895345258905455,10.0,38.0,1.0,0,True,False,False,False,False,False,False,True,False,1,0,0.49192000835652966,1,0.5198574858734112
7.0,0,0,1,1,0.6,3,1,1,1,5.993961427306569,0.0,11.0,70.0,2.0,0,True,False,False,False,False,False,False,True,False,1,1,0.5391312192547318,1,0.5227299634962472
16.0,0,0,1,1,2.0,3,1,0,1,6.2166061010848646,3.258096538021482,14.0,38.0,1.0,0,True,False,True,False,False,False,False,False,False,1,0,0.4683255120929323,0,0.4060003366964324
19.0,1,0,1,1,0.5,2,0,0,1,5.993961427306569,5.707110264748875,10.0,16.0,2.0,1,True,False,False,False,False,False,False,False,False,0,0,0.21322932240049888,0,0.24130819738115572
