edad,sexo_bin,indigena_bin,idioma_originario,lee_escribe_bin,hacinamiento,indice_servicios,piso_adecuado,pared_adecuada,internet_bin,log_alquiler,log_ingreso_pc,jefe_anios_estudio,jefe_edad,jefe_sexo,trabajo_bin,area_nombre_Urbana,depto_nombre_Chuquisaca,depto_nombre_Cochabamba,depto_nombre_La Paz,depto_nombre_Oruro,depto_nombre_Pando,depto_nombre_Potosí,depto_nombre_Santa Cruz,depto_nombre_Tarija,asistencia_real,pred_lr,proba_lr,pred_rf,proba_rf
9.0,1,0,1,1,1.25,3,1,1,1,7.496097345175956,0.0,11.0,74.0,1.0,0,True,False,True,False,False,False,False,False,False,1,0,0.4414781566164233,0,0.3647346614950287
8.0,0,0,1,1,2.0,3,1,1,1,6.2166061010848646,0.0,14.0,34.0,1.0,0,True,False,False,True,False,False,False,False,False,0,1,0.7723067639230798,1,0.8004650884474525
9.0,0,0,1,1,3.5,3,1,1,1,6.2166061010848646,0.0,10.0,34.0,1.0,0,False,False,False,False,False,False,False,True,False,1,0,0.4841924974144532,1,0.519993810789715
7.0,0,0,1,1,5.0,2,1,0,1,5.303304908059076,2.740840023925201,6.0,50.0,1.0,0,True,False,False,False,False,False,False,False,False,1,0,0.45591987594778577,1,0.5004742159633259
6.0,0,0,1,0,7.0,3,1,1,0,6.2166061010848646,5.404606022778685,10.0,35.0,2.0,0,True,False,False,True,False,False,False,False,False,1,1,0.7878323926730251,1,0.7765483836288538
17.0,1,1,1,1,2.0,2,1,1,1,6.2166061010848646,0.0,12.0,38.0,1.0,0,False,False,False,True,False,False,False,False,False,1,1,0.7345960682888064,1,0.6549921789778623
14.0,1,0,1,1,1.0,3,1,1,1,7.313886831633462,6.8679744089702925,17.0,40.0,1.0,0,True,False,False,True,False,False,False,False,False,1,1,0.7349738562469424,1,0.7960366952052094
12.0,0,1,1,1,1.6666666666666667,3,1,1,1,6.2166061010848646,4.948759890378168,5.0,40.0,1.0,1,True,False,False,False,False,False,True,False,False,0,0,0.3975077417296508,0,0.45468816872794543
15.0,1,1,1,1,2.6666666666666665,2,1,1,1,5.860786223465865,8.740496729931813,12.0,50.0,1.0,0,False,False,False,True,False,False,False,False,False,1,1,0.7349748487395957,1,0.7131460371478511
15.0,0,0,1,1,2.0,2,0,1,0,6.68586094706836,7.076935307352917,2.0,54.0,1.0,0,True,False,False,True,False,False,False,False,False,0,1,0.7382605012903034,1,0.6142375187180944
13.0,0,0,1,1,1.25,3,1,1,1,5.707110264748875,4.394449154672439,5.0,41.0,1.0,0,True,False,False,True,False,False,False,False,False,1,1,0.7619296654816341,1,0.7565210536389317
5.0,0,0,1,0,1.0,3,1,1,1,6.2166061010848646,0.0,0.0,48.0,2.0,0,True,False,False,False,False,False,False,False,True,1,0,0.34651652148265066,0,0.3694424038160058
17.0,1,0,1,1,2.3333333333333335,2,1,1,0,5.017279836814924,0.0,0.0,43.0,1.0,1,False,True,False,False,False,False,False,False,False,0,0,0.1794093833529291,0,0.2554207963690601
16.0,1,0,1,1,1.0,3,1,1,1,6.2166061010848646,0.0,17.0,51.0,2.0,0,True,False,False,True,False,False,False,False,False,1,1,0.7618523516391289,1,0.7946555759480062
16.0,1,0,1,1,1.0,3,1,1,1,6.398594934535208,5.0604830998238235,5.0,52.0,1.0,1,False,False,False,False,False,False,False,True,False,1,0,0.2998392011998798,0,0.3546532578181135
9.0,1,0,1,1,2.5,3,1,1,0,6.90875477931522,6.634633357861686,5.0,55.0,1.0,0,True,False,False,False,False,True,False,False,False,0,1,0.666908065162771,1,0.5866512509345508
9.0,0,0,1,1,2.0,3,1,1,1,6.2166061010848646,0.0,12.0,36.0,1.0,0,True,False,False,False,False,False,False,True,False,0,1,0.513573277340547,0,0.43522315940057865
9.0,0,0,1,1,2.5,2,0,0,1,6.2166061010848646,0.0,8.0,31.0,2.0,0,True,False,False,False,False,False,False,False,False,0,0,0.3853369991067532,0,0.3799828555294213
12.0,1,0,1,1,1.5,3,1,1,1,6.2166061010848646,0.0,13.0,44.0,1.0,0,True,False,False,True,False,False,False,False,False,1,1,0.7595255707595608,1,0.8193842382423242
15.0,1,0,1,1,1.3333333333333333,3,1,1,1,6.2166061010848646,0.0,12.0,38.0,1.0,0,True,False,False,False,False,False,True,False,False,0,0,0.4759911798495304,0,0.4179447794579392
12.0,1,0,1,1,1.3333333333333333,3,1,1,1,6.68586094706836,9.328212292571072,17.0,41.0,1.0,0,True,False,False,False,True,False,False,False,False,0,0,0.3328315821832422,0,0.40009390037037545
12.0,1,0,1,1,1.6666666666666667,3,1,1,1,6.2166061010848646,2.5649493574615367,1.0,35.0,1.0,0,True,False,True,False,False,False,False,False,False,0,0,0.42088561428152954,0,0.3693160297167155
16.0,0,0,1,1,2.5,3,0,1,1,6.2166061010848646,6.311734809152915,6.0,36.0,1.0,0,True,False,False,False,False,False,False,True,False,1,0,0.43823407227897127,0,0.4700027406496312
17.0,0,1,1,1,1.25,3,1,1,1,6.803505257608338,8.006700845440367,11.0,51.0,1.0,0,True,False,False,False,False,False,False,False,False,0,1,0.5005695616039698,1,0.526626250049841
7.0,0,1,1,1,2.6666666666666665,2,1,1,1,5.860786223465865,8.740496729931813,12.0,50.0,1.0,0,False,False,False,True,False,False,False,False,False,1,1,0.7562659399738728,1,0.7336155172438182
11.0,1,0,1,1,2.5,3,1,1,0,6.2166061010848646,6.55250788703459,12.0,32.0,1.0,0,True,False,False,False,False,False,True,False,False,1,1,0.5613407065826748,0,0.4987686515882507
19.0,1,0,1,1,1.0,3,1,1,1,7.313886831633462,3.713572066704308,18.0,50.0,2.0,0,True,False,True,False,False,False,False,False,False,1,0,0.41539107372094003,0,0.4396722765786359
18.0,1,0,1,1,1.5,3,1,1,1,6.68586094706836,5.017279836814924,12.0,55.0,1.0,0,True,False,False,False,False,True,False,False,False,0,1,0.5744754477279144,1,0.5260148774203856
8.0,0,0,1,1,2.0,3,1,1,1,6.2166061010848646,6.621405651764134,12.0,42.0,2.0,0,True,False,False,False,False,False,False,False,True,0,0,0.4124166383997441,0,0.34371951613940027
7.0,0,0,1,1,2.6666666666666665,3,1,0,1,5.707110264748875,8.325063693631197,12.0,58.0,1.0,0,False,False,False,False,False,True,False,False,False,0,1,0.6162925806027966,1,0.5354788517353135
15.0,0,0,1,1,1.3333333333333333,3,1,1,1,7.244941546337007,7.4136688583871075,17.0,48.0,1.0,0,True,False,False,True,False,False,False,False,False,1,1,0.7491890560617399,1,0.7778720360951694
17.0,1,0,1,1,0.8,3,1,1,1,6.90875477931522,7.1316985104669115,7.0,47.0,1.0,0,True,False,False,False,False,False,False,False,True,0,0,0.3657779884867955,0,0.32831922137055947
18.0,0,0,1,1,1.6666666666666667,3,1,1,1,6.2166061010848646,6.78105762593618,12.0,39.0,1.0,0,True,False,False,False,False,False,False,False,False,0,0,0.43529258446795743,0,0.4402176949320438
12.0,1,0,1,1,1.0,3,1,1,1,6.90875477931522,7.419180722820095,12.0,35.0,2.0,0,True,False,False,False,False,False,False,True,False,0,0,0.471128506925137,0,0.4905587608252573
8.0,0,0,1,1,3.0,3,0,0,1,6.2166061010848646,0.0,12.0,42.0,1.0,0,True,False,False,False,False,False,False,True,False,0,1,0.5022081668553563,1,0.5252499698559214
15.0,1,0,1,1,1.5,3,0,1,0,5.303304908059076,5.589742425278652,8.0,34.0,1.0,1,False,False,False,False,False,False,False,True,False,1,0,0.34433990337348563,0,0.47158844018862317
11.0,0,0,1,1,2.75,3,1,1,1,6.2166061010848646,0.0,12.0,42.0,2.0,0,True,False,False,False,False,False,False,True,False,1,1,0.5206215744958089,1,0.5020590988720274
6.0,1,0,1,1,1.25,3,1,1,1,7.601402334583733,6.68586094706836,17.0,33.0,1.0,0,True,False,False,False,False,False,False,True,False,0,0,0.4717556329464375,0,0.44633883339383723
16.0,0,0,1,1,1.6666666666666667,3,1,1,1,7.601402334583733,0.0,17.0,48.0,1.0,0,True,False,False,False,False,False,False,True,False,0,0,0.49247705194257835,0,0.4840313510868185
12.0,1,0,1,1,2.5,2,0,0,1,5.303304908059076,7.057036981697891,12.0,36.0,1.0,1,False,False,False,True,False,False,False,False,False,0,1,0.5164523401614871,1,0.5039611843966012
10.0,0,1,1,1,1.5,2,1,1,1,6.2166061010848646,0.0,17.0,45.0,1.0,0,True,False,True,False,False,False,False,False,False,1,0,0.4693071764017253,1,0.5785383858857658
17.0,1,0,1,1,1.6666666666666667,2,0,0,1,6.398594934535208,0.0,9.0,52.0,2.0,0,True,False,False,False,False,False,False,False,False,0,0,0.36634666452236436,0,0.35087049534848014
10.0,1,1,1,1,3.0,3,1,1,1,6.2166061010848646,4.983606621708336,10.0,37.0,1.0,0,True,False,False,True,False,False,False,False,False,1,1,0.801642588942182,1,0.7407437721971096
6.0,1,0,1,1,2.0,2,0,1,1,4.110873864173311,8.492080490601163,2.0,61.0,1.0,0,False,False,True,False,False,False,False,False,False,0,0,0.330878386324745,0,0.21511002138793334
5.0,0,0,1,1,1.3333333333333333,2,1,1,1,5.5254529391317835,5.303304908059076,12.0,34.0,1.0,0,True,False,True,False,False,False,False,False,False,1,0,0.39852233874772297,0,0.3710679826516847
7.0,1,0,1,1,0.8,3,1,1,1,5.707110264748875,5.707110264748875,17.0,31.0,2.0,0,True,False,False,False,False,False,True,False,False,1,0,0.4877287983180209,0,0.4750725506651669
7.0,1,0,1,1,1.0,3,1,1,1,6.90875477931522,0.0,12.0,40.0,1.0,0,True,False,False,False,False,False,False,False,False,0,0,0.44108035310997107,0,0.43179888983431775
14.0,0,0,1,1,1.2,3,1,1,1,6.55250788703459,4.9003242732785735,12.0,49.0,1.0,0,True,False,False,False,False,False,False,True,False,1,0,0.4962771918625023,1,0.5011906597952701
13.0,1,0,1,1,2.0,3,1,1,1,6.2166061010848646,4.189654742026425,12.0,37.0,1.0,0,True,False,False,True,False,False,False,False,False,0,1,0.7499546610196263,1,0.761202373962983
12.0,1,0,1,1,0.5714285714285714,2,1,1,0,4.61512051684126,8.006700845440367,14.0,32.0,1.0,0,False,False,False,False,True,False,False,False,False,0,0,0.3517512173740882,0,0.28125411427289415
9.0,1,1,1,1,2.0,2,1,1,0,4.394449154672439,7.196187070324464,11.0,32.0,1.0,0,False,False,False,False,True,False,False,False,False,0,0,0.42891760539381074,0,0.30361955570577653
17.0,0,0,1,1,2.0,3,1,1,1,6.90875477931522,7.313886831633462,17.0,48.0,1.0,0,True,False,False,False,False,False,False,True,False,1,0,0.4872297895042147,1,0.5262054010533082
11.0,0,0,1,1,1.6666666666666667,3,1,1,1,6.398594934535208,7.696667081526462,15.0,38.0,1.0,0,False,False,False,False,False,False,False,False,True,1,0,0.3678168172458728,0,0.4700157250150261
15.0,1,0,1,1,0.4444444444444444,3,1,1,1,7.601402334583733,0.0,15.0,50.0,1.0,0,True,False,False,False,False,False,False,True,False,0,0,0.47543429893909533,0,0.44726663025008867
11.0,0,1,1,1,3.5,2,0,1,1,3.9318256327243257,5.957686140558988,5.0,46.0,1.0,1,False,False,True,False,False,False,False,False,False,1,0,0.2675426611410554,0,0.274612963781822
13.0,1,0,1,1,1.6666666666666667,3,1,1,1,6.2166061010848646,0.0,14.0,34.0,1.0,0,True,False,False,True,False,False,False,False,False,1,1,0.7549195551264766,1,0.8026400617294038
14.0,0,0,1,1,1.25,3,1,1,1,6.55250788703459,5.198497031265826,17.0,51.0,1.0,0,True,False,False,False,False,False,True,False,False,0,0,0.4886013523117057,0,0.45964117941182886
5.0,0,0,1,0,4.0,3,1,1,1,6.2166061010848646,0.0,6.0,26.0,1.0,0,True,False,False,False,False,False,False,False,True,1,0,0.343142746881713,0,0.3986407703970594
6.0,1,0,1,0,1.0,3,1,1,1,7.937731775260109,7.824445930877619,18.0,39.0,1.0,0,True,False,True,False,False,False,False,False,False,1,0,0.33564510287954386,0,0.37307535865274377
8.0,0,0,1,1,2.0,3,1,1,1,6.2166061010848646,0.0,15.0,25.0,2.0,0,True,False,True,False,False,False,False,False,False,0,0,0.45630696400996723,0,0.4179886945198456
12.0,1,0,1,1,1.2,3,1,1,1,6.2166061010848646,6.90875477931522,17.0,59.0,1.0,0,True,False,False,True,False,False,False,False,False,1,1,0.7575855831434751,1,0.7350433395404498
18.0,1,0,1,1,0.6,3,1,1,1,7.313886831633462,0.0,17.0,45.0,2.0,0,True,False,False,True,False,False,False,False,False,1,1,0.7447494330504211,1,0.7910779883698871
9.0,0,0,1,1,1.5,3,1,1,0,6.68586094706836,6.147755791434351,12.0,50.0,1.0,0,True,False,False,False,False,True,False,False,False,0,1,0.6822995656383881,1,0.5802785680537256
14.0,1,0,1,1,2.6666666666666665,2,0,1,1,7.313886831633462,0.0,10.0,34.0,2.0,0,True,False,False,False,False,False,False,False,False,1,0,0.3269549127405598,0,0.3183475019778698
15.0,1,0,1,1,2.5,3,1,1,1,7.313886831633462,3.4339872044851463,10.0,43.0,1.0,0,False,False,False,False,False,False,False,False,False,0,0,0.3906087642455689,1,0.5079910006153198
12.0,1,0,1,1,0.75,3,1,1,1,6.2166061010848646,6.503789046997708,17.0,39.0,2.0,0,False,False,False,False,True,False,False,False,False,0,0,0.3169292117242393,0,0.38419930862422186
8.0,0,0,1,1,1.6666666666666667,3,1,1,1,6.2166061010848646,0.0,15.0,39.0,1.0,0,True,False,False,False,False,False,False,True,False,0,1,0.5180652407400951,0,0.43829404297892055
12.0,1,0,1,1,1.3333333333333333,3,1,1,1,6.2166061010848646,0.0,17.0,38.0,1.0,0,True,False,False,True,False,False,False,False,False,0,1,0.7586581362639201,1,0.8457450745976037
16.0,0,0,1,1,2.0,3,1,1,1,7.496097345175956,0.0,12.0,42.0,2.0,0,True,False,False,False,False,False,False,True,False,1,0,0.4925042150929509,1,0.514768161636541
12.0,1,0,1,1,5.0,2,1,1,1,6.2166061010848646,8.53915035876828,11.0,28.0,1.0,1,False,True,False,False,False,False,False,False,False,0,0,0.1241700111165253,0,0.1887256593229609
17.0,1,1,1,1,2.0,3,1,1,1,5.707110264748875,5.951510231600949,3.0,42.0,2.0,1,True,False,False,True,False,False,False,False,False,1,1,0.6771347550727074,1,0.7020030788412508
8.0,0,0,1,1,1.6666666666666667,3,1,1,0,4.61512051684126,0.0,10.0,40.0,1.0,0,False,False,False,True,False,False,False,False,False,1,1,0.8243990682199447,1,0.7093510011172293
18.0,1,0,1,1,1.75,3,1,1,1,8.006700845440367,5.190573059534934,9.0,39.0,1.0,0,True,False,False,True,False,False,False,False,False,1,1,0.7216857218890756,1,0.7343653490212685
10.0,1,0,1,1,3.0,3,0,1,0,6.68586094706836,0.0,12.0,36.0,2.0,0,True,False,False,False,False,False,False,True,False,1,1,0.5407131868648746,1,0.5256033642148599
19.0,0,0,1,1,1.6666666666666667,2,1,1,1,6.398594934535208,5.545177444479562,3.0,50.0,1.0,1,True,False,True,False,False,False,False,False,False,0,0,0.23761344020558248,0,0.33897511813959674
7.0,1,0,1,1,3.0,3,0,0,1,6.2166061010848646,4.083171261623976,13.0,28.0,2.0,0,True,False,False,False,False,False,False,True,False,0,0,0.4785385800602272,0,0.4810507883963583
8.0,1,0,1,1,1.2,3,1,1,1,8.517393171418904,10.414343175852128,17.0,37.0,2.0,0,True,False,False,False,False,False,False,True,False,0,0,0.45562192930296413,0,0.43386280570845737
6.0,1,0,1,1,3.0,2,1,1,0,6.2166061010848646,0.0,11.0,37.0,1.0,0,True,False,True,False,False,False,False,False,False,1,0,0.4791840398571101,0,0.47443978998716674
7.0,0,0,1,1,2.0,3,1,1,1,6.2166061010848646,5.916202062607435,17.0,75.0,1.0,0,True,False,False,False,False,False,False,False,True,1,0,0.4330877308450669,0,0.3660826176676612
18.0,0,0,1,1,2.0,2,1,1,1,5.707110264748875,7.919719760924575,7.0,38.0,1.0,0,False,False,False,False,False,False,True,False,False,0,0,0.38657950601090646,0,0.2651309294773216
17.0,0,1,1,1,1.0,2,1,1,1,4.394449154672439,5.993961427306569,3.0,46.0,1.0,1,False,False,False,False,False,False,True,False,False,0,0,0.32659251058299615,0,0.34626937780480516
12.0,0,0,1,1,1.0,3,1,1,1,6.2166061010848646,0.0,5.0,76.0,1.0,0,True,False,True,False,False,False,False,False,False,0,0,0.46443939595879086,0,0.34732749766050114
17.0,1,0,1,1,1.6666666666666667,2,0,1,0,5.017279836814924,5.707110264748875,4.0,71.0,1.0,0,False,False,False,True,False,False,False,False,False,1,1,0.7273313525207963,1,0.6173940725528836
8.0,1,0,1,1,2.0,3,0,1,1,7.313886831633462,7.1316985104669115,17.0,40.0,1.0,0,True,False,False,False,False,False,False,True,False,0,0,0.4291858232210567,0,0.4820930526383259
9.0,1,0,1,1,2.0,2,0,0,1,5.303304908059076,10.389026137075234,0.0,40.0,2.0,0,False,False,False,False,False,False,False,True,False,0,0,0.38115259551346936,0,0.3846745403325226
17.0,0,0,1,1,3.5,2,1,0,0,5.707110264748875,6.936897905869128,12.0,42.0,2.0,0,False,False,False,False,False,True,False,False,False,0,1,0.6307007938939929,1,0.5778223184196289
19.0,1,0,1,1,1.3333333333333333,3,1,1,1,6.2166061010848646,4.151039905898646,5.0,40.0,1.0,1,True,False,False,False,False,False,False,False,True,0,0,0.2413262170559964,0,0.3002073358331527
7.0,1,0,1,1,3.0,3,1,1,1,6.2166061010848646,0.0,12.0,26.0,2.0,0,True,False,False,False,False,False,False,True,False,0,1,0.5041569764657309,0,0.47941287866003857
12.0,0,0,1,1,1.5,3,1,1,1,6.2166061010848646,0.0,15.0,33.0,1.0,0,True,False,False,True,False,False,False,False,False,1,1,0.766524578648768,1,0.8484769908744876
13.0,1,0,1,1,1.0,3,1,1,1,6.68586094706836,0.0,17.0,50.0,1.0,0,True,False,True,False,False,False,False,False,False,1,0,0.435379812881092,0,0.3827148369526167
15.0,0,0,1,1,2.0,3,1,1,1,6.2166061010848646,0.0,12.0,37.0,1.0,0,True,True,False,False,False,False,False,False,False,1,0,0.2950273595918829,0,0.2894293777889096
14.0,1,0,1,1,1.3333333333333333,3,1,1,1,5.5254529391317835,0.0,12.0,45.0,1.0,0,True,False,False,True,False,False,False,False,False,1,1,0.7634465585254422,1,0.801500628781774
19.0,1,1,1,1,0.8,3,1,1,1,6.2166061010848646,7.111512116496157,12.0,42.0,1.0,0,True,False,False,True,False,False,False,False,False,1,1,0.7874493355936069,1,0.6949092450294876
15.0,0,0,1,1,3.0,2,1,1,1,5.707110264748875,8.266135872936916,2.0,48.0,1.0,1,False,False,False,False,False,True,False,False,False,0,0,0.35189285457068126,0,0.31100875784123583
7.0,0,0,1,1,4.0,2,1,1,1,4.61512051684126,0.0,12.0,31.0,1.0,0,False,False,True,False,False,False,False,False,False,0,0,0.39306580503557714,0,0.35252651492284814
12.0,1,0,1,1,4.0,3,1,1,1,6.2166061010848646,0.0,12.0,47.0,1.0,0,True,False,False,True,False,False,False,False,False,1,1,0.7659441295345065,1,0.7273909427692306
11.0,1,1,1,1,1.0,3,1,1,1,6.2166061010848646,7.621195162809845,12.0,42.0,1.0,0,True,False,False,True,False,False,False,False,False,1,1,0.7960632919247516,1,0.7732726556570816
19.0,1,0,1,1,1.6666666666666667,2,0,1,0,4.61512051684126,6.90875477931522,5.0,39.0,2.0,1,False,False,False,False,True,False,False,False,False,0,0,0.1899295084460443,0,0.226078381090927
11.0,1,0,1,1,3.0,2,1,1,0,5.017279836814924,3.9318256327243257,2.0,50.0,1.0,0,False,True,False,False,False,False,False,False,False,0,0,0.29878282672589623,0,0.28564605884383565
6.0,0,0,1,1,4.0,1,0,0,0,5.707110264748875,6.621405651764134,9.0,30.0,1.0,0,False,False,False,False,False,True,False,False,False,1,1,0.5317627290999909,1,0.6303938203329413
13.0,0,0,1,1,1.0,3,1,1,1,7.601402334583733,7.919719760924575,15.0,53.0,1.0,0,True,False,True,False,False,False,False,False,False,1,0,0.42298265373411614,0,0.3978674052518587
18.0,1,0,1,1,3.0,2,1,1,0,5.707110264748875,7.196187070324464,2.0,42.0,2.0,1,False,False,False,False,False,False,False,False,True,0,0,0.24996680085687534,0,0.3505196843643778
10.0,1,0,1,1,2.0,3,1,0,1,6.68586094706836,0.0,15.0,33.0,2.0,0,True,False,False,False,False,True,False,False,False,1,1,0.6205881581425818,1,0.5873918329919376
11.0,1,0,1,1,2.5,2,1,1,0,6.2166061010848646,4.110873864173311,3.0,39.0,1.0,0,False,False,False,True,False,False,False,False,False,1,1,0.7499082207588557,1,0.6211767291153856
12.0,1,0,1,1,1.0,3,1,1,1,6.2166061010848646,0.0,14.0,38.0,1.0,0,True,False,False,True,False,False,False,False,False,1,1,0.7563341513083135,1,0.8183231347032841
15.0,0,1,1,1,1.3333333333333333,3,1,1,1,6.90875477931522,7.919719760924575,10.0,44.0,1.0,0,True,False,False,False,False,False,True,False,False,0,1,0.5373629298439758,1,0.5064658267309913
11.0,1,0,1,1,4.0,3,1,1,1,6.2166061010848646,3.6506582412937387,3.0,44.0,1.0,0,True,False,False,False,False,False,False,True,False,0,0,0.4931152642722071,1,0.520390218214338
12.0,1,0,1,1,1.3333333333333333,3,1,1,1,6.2166061010848646,6.90875477931522,12.0,33.0,1.0,0,True,False,False,False,False,False,False,True,False,1,0,0.47681192669314226,0,0.4743729686679148
18.0,1,0,1,1,2.3333333333333335,2,1,0,0,7.496097345175956,6.676903524224608,12.0,42.0,1.0,1,False,False,False,False,False,True,False,False,False,0,0,0.4291695965246834,0,0.3564999840326857
11.0,1,1,1,1,4.0,3,1,1,1,6.68586094706836,8.229777750081887,12.0,49.0,1.0,0,False,False,False,False,False,False,False,False,False,0,0,0.473808211595487,1,0.5257545880316298
8.0,0,0,1,1,1.5,3,1,1,1,6.2166061010848646,0.0,16.0,25.0,1.0,0,True,False,False,False,False,False,True,False,False,0,0,0.4981591455560688,0,0.43051219729053086
13.0,1,0,1,1,2.0,3,1,1,1,7.601402334583733,5.993961427306569,12.0,45.0,1.0,0,True,False,False,False,False,False,False,True,False,1,0,0.46715856231463937,0,0.47966948190652237
7.0,0,0,1,0,1.25,2,1,1,0,5.017279836814924,6.8679744089702925,3.0,63.0,1.0,0,False,True,False,False,False,False,False,False,False,1,0,0.2501352452832582,0,0.3335287960908624
8.0,0,0,1,1,6.0,3,1,1,0,6.2166061010848646,3.4339872044851463,6.0,25.0,2.0,0,True,False,False,False,False,False,True,False,False,1,1,0.5934403790766071,1,0.5273195051790316
16.0,0,0,1,1,1.6666666666666667,2,1,1,1,5.303304908059076,8.699681400989514,8.0,44.0,1.0,0,False,False,False,False,False,False,True,False,False,1,0,0.3965845077056436,0,0.2856433820137506
13.0,1,0,1,1,0.75,3,1,1,1,6.90875477931522,0.0,17.0,38.0,1.0,0,True,False,False,False,False,False,False,True,False,0,0,0.4835828718386006,0,0.45140179065627223
16.0,0,0,1,1,0.75,3,1,1,1,6.2166061010848646,9.446808094292654,17.0,44.0,1.0,0,True,False,False,False,True,False,False,False,False,1,0,0.34540361485738397,0,0.4011682505717471
7.0,1,0,1,1,1.5,3,0,1,1,5.017279836814924,0.0,5.0,46.0,1.0,0,True,False,False,True,False,False,False,False,False,1,1,0.7377563032220145,1,0.7681325778100059
11.0,1,0,1,1,5.0,3,1,1,0,5.707110264748875,3.8918202981106265,12.0,42.0,2.0,0,True,False,False,False,False,False,False,True,False,1,1,0.6023894743399412,1,0.6544831175208824
10.0,0,0,1,1,1.0,3,1,1,1,7.313886831633462,6.398594934535208,10.0,45.0,1.0,0,True,False,False,False,False,False,True,False,False,1,0,0.47345995791363366,0,0.4295389743512576
14.0,1,0,1,1,1.0,3,1,1,1,7.496097345175956,3.9318256327243257,12.0,44.0,1.0,0,True,False,False,False,False,False,False,True,False,1,0,0.4671574144263136,0,0.4915961086543653
7.0,1,0,1,1,1.0,2,1,1,0,3.713572066704308,5.812138499293826,1.0,75.0,2.0,0,False,False,False,False,True,False,False,False,False,0,0,0.39532458815004046,0,0.41758153948948157
5.0,1,0,1,1,1.5,2,1,1,1,6.2166061010848646,0.0,12.0,24.0,1.0,0,True,False,False,False,False,False,False,False,False,0,0,0.3879571479743647,0,0.390398573891847
11.0,1,0,1,1,2.0,3,1,1,1,6.2166061010848646,4.02535169073515,12.0,34.0,2.0,0,True,True,False,False,False,False,False,False,False,0,0,0.28444987629900226,0,0.31413307483435926
11.0,0,0,1,1,1.5,2,1,1,1,6.90875477931522,9.433563920090563,12.0,42.0,1.0,0,True,False,True,False,False,False,False,False,False,0,0,0.368627960822716,0,0.3363323756236026
13.0,0,0,1,1,3.0,3,1,1,0,6.2166061010848646,0.0,8.0,45.0,2.0,0,True,False,False,False,False,False,False,True,False,1,1,0.6066970857625398,1,0.5720812769668164
14.0,0,1,1,1,2.5,3,1,1,1,7.313886831633462,0.0,14.0,34.0,1.0,0,True,False,False,False,False,True,False,False,False,1,1,0.6539867094622838,1,0.6215829583412904
6.0,0,0,1,1,1.3333333333333333,3,1,1,1,7.0909098220799835,3.6506582412937387,17.0,47.0,1.0,0,True,False,False,False,True,False,False,False,False,0,0,0.3633135219970269,0,0.4474854167344655
7.0,0,1,1,1,2.0,2,1,1,1,5.017279836814924,4.43477720005941,11.0,33.0,1.0,0,False,False,False,True,False,False,False,False,False,1,1,0.7614270176721292,1,0.6482952388494767
19.0,1,0,1,1,0.6666666666666666,3,1,1,1,7.601402334583733,0.0,17.0,25.0,1.0,0,True,False,True,False,False,False,False,False,False,1,0,0.3983607219973594,0,0.4178893974831979
8.0,1,0,1,1,1.5,3,1,1,1,6.2166061010848646,4.61512051684126,12.0,48.0,1.0,0,True,False,False,False,False,False,False,True,False,0,0,0.4971485919099324,0,0.49203766556194495
6.0,1,0,1,1,1.25,3,1,1,1,6.90875477931522,7.00397413672268,12.0,38.0,1.0,0,True,False,False,True,False,False,False,False,False,0,1,0.7463059409433933,1,0.6858846872122952
10.0,0,0,1,1,1.75,3,1,1,0,6.2166061010848646,2.9740707767728116,7.0,51.0,1.0,0,True,False,True,False,False,False,False,False,False,0,1,0.542526416151156,0,0.45722941074852047
14.0,1,0,1,1,3.0,3,1,1,1,6.2166061010848646,6.7266330027636645,12.0,42.0,2.0,0,True,False,False,True,False,False,False,False,False,1,1,0.7529926355640324,1,0.7718153909990125
16.0,0,0,1,1,4.0,2,1,1,1,6.2166061010848646,0.0,12.0,47.0,1.0,1,False,False,False,False,False,False,False,False,True,1,0,0.20905922334243998,0,0.3431649085199209
11.0,1,1,1,1,1.3333333333333333,2,1,1,1,6.2166061010848646,7.919719760924575,15.0,42.0,1.0,0,False,False,False,False,True,False,False,False,False,0,0,0.3222067985393385,0,0.2682545106907736
5.0,1,0,1,1,0.75,2,1,1,1,3.9318256327243257,6.42594893761725,6.0,57.0,1.0,0,False,False,False,False,False,False,True,False,False,0,0,0.4256955134685344,0,0.40053123734618296
10.0,1,0,1,1,2.0,2,1,1,1,6.111467339502679,0.0,12.0,34.0,2.0,0,True,False,True,False,False,False,False,False,False,0,0,0.3850105309077071,0,0.43018664028116677
10.0,0,0,1,1,1.6666666666666667,3,1,1,1,5.017279836814924,6.066108090103747,3.0,59.0,2.0,0,True,False,False,True,False,False,False,False,False,1,1,0.7803702554330665,1,0.7244522766300507
5.0,0,0,1,1,1.5,3,1,1,1,6.90875477931522,7.062762734529377,12.0,48.0,1.0,0,True,False,False,True,False,False,False,False,False,1,1,0.7631996391385494,1,0.7104814780083855
19.0,1,1,1,1,1.0,2,0,1,1,3.9318256327243257,9.228278517107196,5.0,50.0,1.0,1,False,False,False,True,False,False,False,False,False,0,1,0.5573061555466433,1,0.5203100622964566
15.0,1,0,1,1,2.5,3,1,1,0,6.2166061010848646,2.5649493574615367,12.0,40.0,1.0,0,True,False,False,False,False,False,False,True,False,0,1,0.5785489150927803,1,0.5568321718205184
