folio,nro,depto,area,factor,upm,estrato,sexo,edad,parentesco,idioma_materno,indigena,lee_escribe,nivel_educ,se_matriculo,nivel_matricula,asiste_clases,en_vacaciones,anios_estudio,trabajo,categoria_ocup,ingreso_lab,salario_liq,asistencia_escolar,sexo_bin,indigena_bin,idioma_originario,lee_escribe_bin,trabajo_bin,depto_viv,area_viv,totper,mat_pared,mat_techo,mat_piso,procedencia_agua,tipo_banio,desague_banio,electricidad,combustible_cocina,n_cuartos,n_cuartos_dormir,internet,alquiler_estimado,hacinamiento,acceso_agua,acceso_electricidad,acceso_banio,indice_servicios,piso_adecuado,pared_adecuada,internet_bin,jefe_sexo,jefe_edad,jefe_nivel_educ,jefe_anios_estudio,jefe_categoria_ocup,jefe_ingreso_lab,ingreso_total_hogar,ingreso_percapita,log_ingreso_pc,log_alquiler,depto_nombre,area_nombre
214-005178-A-0111,3.0,2.0,1.0,252.20016167150587,214-005178-A,214,1.0,8.0,3.0,6.0,2.0,1.0,41.0,1.0,41.0,1.0,,3.0,2.0,,,,1,1,0,1,1,0,2.0,1.0,4.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,500.0,2.0,1,1,1,3,1,1,1,1.0,38.0,73.0,16.0,1.0,,2500.0,625.0,6.439350371100098,6.2166061010848646,La Paz,Urbana
214-005178-A-0111,4.0,2.0,1.0,252.20016167150587,214-005178-A,214,2.0,6.0,3.0,6.0,2.0,2.0,13.0,1.0,41.0,1.0,,0.0,,,,,1,0,0,1,0,0,2.0,1.0,4.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,500.0,2.0,1,1,1,3,1,1,1,1.0,38.0,73.0,16.0,1.0,,2500.0,625.0,6.439350371100098,6.2166061010848646,La Paz,Urbana
214-005178-A-0161,1.0,2.0,1.0,252.20016167150587,214-005178-A,214,1.0,18.0,1.0,6.0,2.0,1.0,42.0,1.0,71.0,3.0,,12.0,2.0,,,,0,1,0,1,1,0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,500.0,0.3333333333333333,1,1,1,3,1,1,1,1.0,18.0,42.0,12.0,,,0.0,0.0,0.0,6.2166061010848646,La Paz,Urbana
214-005178-A-0251,3.0,2.0,1.0,252.20016167150587,214-005178-A,214,2.0,17.0,3.0,6.0,1.0,1.0,42.0,1.0,42.0,1.0,,10.0,2.0,,,,1,0,1,1,1,0,2.0,1.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,1.0,1000.0,1.0,1,1,1,3,1,1,1,2.0,61.0,23.0,12.0,3.0,300.0,300.0,100.0,4.61512051684126,6.90875477931522,La Paz,Urbana
214-005178-A-0431,3.0,2.0,1.0,252.20016167150587,214-005178-A,214,2.0,16.0,3.0,6.0,2.0,1.0,42.0,1.0,42.0,1.0,,9.0,2.0,,,,1,0,0,1,1,0,2.0,1.0,5.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,500.0,1.6666666666666667,1,1,1,3,1,1,1,1.0,39.0,73.0,17.0,3.0,5000.0,5000.0,1000.0,6.90875477931522,6.2166061010848646,La Paz,Urbana
214-005178-A-0431,4.0,2.0,1.0,252.20016167150587,214-005178-A,214,1.0,11.0,3.0,6.0,2.0,1.0,41.0,1.0,41.0,1.0,,5.0,2.0,,,,1,1,0,1,1,0,2.0,1.0,5.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,500.0,1.6666666666666667,1,1,1,3,1,1,1,1.0,39.0,73.0,17.0,3.0,5000.0,5000.0,1000.0,6.90875477931522,6.2166061010848646,La Paz,Urbana
214-005178-A-0431,5.0,2.0,1.0,252.20016167150587,214-005178-A,214,1.0,5.0,3.0,6.0,2.0,2.0,13.0,1.0,13.0,1.0,,0.0,,,,,1,1,0,1,0,0,2.0,1.0,5.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,500.0,1.6666666666666667,1,1,1,3,1,1,1,1.0,39.0,73.0,17.0,3.0,5000.0,5000.0,1000.0,6.90875477931522,6.2166061010848646,La Paz,Urbana
214-005224-A-0011,5.0,2.0,1.0,218.57347344863845,214-005224-A,214,1.0,14.0,6.0,6.0,2.0,1.0,42.0,1.0,42.0,1.0,,7.0,2.0,,,,1,1,0,1,1,0,2.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,1.0,2000.0,1.25,1,1,1,3,1,1,1,1.0,79.0,72.0,15.0,,,0.0,0.0,0.0,7.601402334583733,La Paz,Urbana
214-005224-A-0051,4.0,2.0,1.0,218.57347344863845,214-005224-A,214,1.0,18.0,3.0,6.0,2.0,1.0,42.0,1.0,42.0,1.0,,11.0,2.0,,,,1,1,0,1,1,0,2.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,1.0,1000.0,1.0,1,1,1,3,1,1,1,2.0,50.0,73.0,17.0,3.0,5000.0,5000.0,1250.0,7.1316985104669115,6.90875477931522,La Paz,Urbana
214-005224-A-0181,3.0,2.0,1.0,218.57347344863845,214-005224-A,214,1.0,15.0,6.0,6.0,2.0,1.0,42.0,1.0,42.0,1.0,,8.0,2.0,,,,1,1,0,1,1,0,2.0,1.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,6.0,5.0,1.0,1200.0,0.8333333333333334,1,1,1,3,1,1,1,1.0,70.0,22.0,8.0,,,0.0,0.0,0.0,7.0909098220799835,La Paz,Urbana
214-005224-A-0181,4.0,2.0,1.0,218.57347344863845,214-005224-A,214,2.0,12.0,6.0,6.0,2.0,1.0,41.0,1.0,41.0,1.0,,5.0,2.0,,,,1,0,0,1,1,0,2.0,1.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,6.0,5.0,1.0,1200.0,0.8333333333333334,1,1,1,3,1,1,1,1.0,70.0,22.0,8.0,,,0.0,0.0,0.0,7.0909098220799835,La Paz,Urbana
214-005224-A-0181,5.0,2.0,1.0,218.57347344863845,214-005224-A,214,2.0,8.0,6.0,6.0,2.0,1.0,41.0,1.0,41.0,1.0,,2.0,2.0,,,,1,0,0,1,1,0,2.0,1.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,6.0,5.0,1.0,1200.0,0.8333333333333334,1,1,1,3,1,1,1,1.0,70.0,22.0,8.0,,,0.0,0.0,0.0,7.0909098220799835,La Paz,Urbana
214-005224-A-0271,4.0,2.0,1.0,218.57347344863845,214-005224-A,214,1.0,7.0,6.0,6.0,2.0,1.0,41.0,1.0,41.0,1.0,,1.0,2.0,,,,1,1,0,1,1,0,2.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,5.0,4.0,1.0,500.0,0.8,1,1,1,3,1,1,1,2.0,54.0,23.0,12.0,1.0,,0.0,0.0,0.0,6.2166061010848646,La Paz,Urbana
214-005224-A-0311,2.0,2.0,1.0,218.57347344863845,214-005224-A,214,2.0,15.0,3.0,6.0,2.0,1.0,42.0,1.0,42.0,1.0,,9.0,2.0,,,,1,0,0,1,1,0,2.0,1.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,500.0,3.0,1,1,1,3,1,1,1,2.0,46.0,23.0,12.0,,,0.0,0.0,0.0,6.2166061010848646,La Paz,Urbana
214-005224-A-0311,3.0,2.0,1.0,218.57347344863845,214-005224-A,214,1.0,8.0,3.0,6.0,2.0,1.0,41.0,1.0,41.0,1.0,,3.0,2.0,,,,1,1,0,1,1,0,2.0,1.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,500.0,3.0,1,1,1,3,1,1,1,2.0,46.0,23.0,12.0,,,0.0,0.0,0.0,6.2166061010848646,La Paz,Urbana
214-005224-A-0361,2.0,2.0,1.0,218.57347344863845,214-005224-A,214,1.0,19.0,3.0,6.0,2.0,1.0,42.0,1.0,73.0,1.0,,12.0,2.0,,,,1,1,0,1,1,0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,500.0,0.6666666666666666,1,1,1,3,1,1,1,2.0,50.0,72.0,15.0,1.0,,0.0,0.0,0.0,6.2166061010848646,La Paz,Urbana
214-005380-A-0051,4.0,2.0,1.0,205.09500750806754,214-005380-A,214,2.0,10.0,6.0,6.0,2.0,1.0,41.0,1.0,41.0,4.0,,4.0,2.0,,,,0,0,0,1,1,0,2.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,1.0,500.0,1.3333333333333333,1,1,1,3,1,1,1,1.0,56.0,73.0,17.0,3.0,500.0,500.0,125.0,4.836281906951478,6.2166061010848646,La Paz,Urbana
214-005380-A-0091,3.0,2.0,1.0,205.09500750806754,214-005380-A,214,2.0,15.0,3.0,6.0,2.0,1.0,42.0,1.0,42.0,4.0,,9.0,2.0,,,,0,0,0,1,1,0,2.0,1.0,4.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,1.0,3000.0,1.3333333333333333,1,1,1,3,1,1,1,1.0,52.0,75.0,19.0,1.0,,1200.0,300.0,5.707110264748875,8.006700845440367,La Paz,Urbana
214-005380-A-0091,4.0,2.0,1.0,205.09500750806754,214-005380-A,214,1.0,11.0,3.0,6.0,2.0,1.0,41.0,1.0,41.0,4.0,,5.0,2.0,,,,0,1,0,1,1,0,2.0,1.0,4.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,1.0,3000.0,1.3333333333333333,1,1,1,3,1,1,1,1.0,52.0,75.0,19.0,1.0,,1200.0,300.0,5.707110264748875,8.006700845440367,La Paz,Urbana
214-005380-A-0191,5.0,2.0,1.0,205.09500750806754,214-005380-A,214,2.0,14.0,3.0,6.0,2.0,1.0,42.0,1.0,42.0,1.0,,7.0,2.0,,,,1,0,0,1,1,0,2.0,1.0,6.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,5.0,4.0,1.0,3000.0,1.2,1,1,1,3,1,1,1,1.0,62.0,73.0,17.0,3.0,3000.0,3400.0,566.6666666666666,6.341534391994578,8.006700845440367,La Paz,Urbana
214-005380-A-0191,6.0,2.0,1.0,205.09500750806754,214-005380-A,214,1.0,12.0,3.0,6.0,2.0,1.0,41.0,1.0,41.0,1.0,,5.0,2.0,,,,1,1,0,1,1,0,2.0,1.0,6.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,5.0,4.0,1.0,3000.0,1.2,1,1,1,3,1,1,1,1.0,62.0,73.0,17.0,3.0,3000.0,3400.0,566.6666666666666,6.341534391994578,8.006700845440367,La Paz,Urbana
214-005380-A-0231,4.0,2.0,1.0,205.09500750806754,214-005380-A,214,2.0,14.0,3.0,6.0,2.0,1.0,42.0,1.0,42.0,1.0,,7.0,2.0,,,,1,0,0,1,1,0,2.0,1.0,6.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,1.0,500.0,1.5,1,1,1,3,1,1,1,1.0,50.0,73.0,17.0,4.0,15000.0,15000.0,2500.0,7.824445930877619,6.2166061010848646,La Paz,Urbana
214-005380-A-0231,5.0,2.0,1.0,205.09500750806754,214-005380-A,214,2.0,7.0,3.0,6.0,2.0,1.0,41.0,1.0,41.0,1.0,,1.0,2.0,,,,1,0,0,1,1,0,2.0,1.0,6.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,1.0,500.0,1.5,1,1,1,3,1,1,1,1.0,50.0,73.0,17.0,4.0,15000.0,15000.0,2500.0,7.824445930877619,6.2166061010848646,La Paz,Urbana
214-005411-A-0011,4.0,2.0,1.0,315.2502020893823,214-005411-A,214,1.0,18.0,3.0,6.0,2.0,1.0,42.0,1.0,73.0,1.0,,12.0,2.0,,,,1,1,0,1,1,0,2.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,5.0,4.0,1.0,2500.0,1.0,1,1,1,3,1,1,1,1.0,52.0,73.0,17.0,,,0.0,0.0,0.0,7.824445930877619,La Paz,Urbana
214-005411-A-0181,2.0,2.0,1.0,315.2502020893823,214-005411-A,214,1.0,15.0,3.0,6.0,2.0,1.0,42.0,1.0,42.0,1.0,,8.0,2.0,,,,1,1,0,1,1,0,2.0,1.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,5.0,3.0,1.0,500.0,1.0,1,1,1,3,1,1,1,2.0,45.0,73.0,16.0,1.0,,0.0,0.0,0.0,6.2166061010848646,La Paz,Urbana
214-005411-A-0181,3.0,2.0,1.0,315.2502020893823,214-005411-A,214,2.0,10.0,3.0,6.0,2.0,1.0,41.0,1.0,41.0,1.0,,4.0,2.0,,,,1,0,0,1,1,0,2.0,1.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,5.0,3.0,1.0,500.0,1.0,1,1,1,3,1,1,1,2.0,45.0,73.0,16.0,1.0,,0.0,0.0,0.0,6.2166061010848646,La Paz,Urbana
214-005462-A-0051,3.0,2.0,1.0,221.3185092219337,214-005462-A,214,1.0,17.0,3.0,6.0,2.0,2.0,11.0,2.0,,,,0.0,2.0,,,,0,1,0,1,0,0,2.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,1.0,2500.0,1.0,1,1,1,3,1,1,1,1.0,67.0,73.0,15.0,,,0.0,0.0,0.0,7.824445930877619,La Paz,Urbana
214-005462-A-0051,4.0,2.0,1.0,221.3185092219337,214-005462-A,214,1.0,13.0,3.0,6.0,2.0,1.0,42.0,1.0,42.0,1.0,,7.0,2.0,,,,1,1,0,1,1,0,2.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,1.0,2500.0,1.0,1,1,1,3,1,1,1,1.0,67.0,73.0,15.0,,,0.0,0.0,0.0,7.824445930877619,La Paz,Urbana
214-005462-A-0631,4.0,2.0,1.0,221.3185092219337,214-005462-A,214,2.0,19.0,3.0,6.0,2.0,1.0,42.0,1.0,73.0,1.0,,12.0,2.0,,,,1,0,0,1,1,0,2.0,1.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,5.0,4.0,1.0,2000.0,1.0,1,1,1,3,1,1,1,1.0,48.0,21.0,5.0,3.0,6000.0,6000.0,1200.0,7.0909098220799835,7.601402334583733,La Paz,Urbana
214-005462-A-0631,5.0,2.0,1.0,221.3185092219337,214-005462-A,214,2.0,11.0,3.0,6.0,2.0,1.0,41.0,1.0,41.0,1.0,,5.0,2.0,,,,1,0,0,1,1,0,2.0,1.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,5.0,4.0,1.0,2000.0,1.0,1,1,1,3,1,1,1,1.0,48.0,21.0,5.0,3.0,6000.0,6000.0,1200.0,7.0909098220799835,7.601402334583733,La Paz,Urbana
214-005462-A-0701,3.0,2.0,1.0,221.3185092219337,214-005462-A,214,2.0,16.0,3.0,6.0,2.0,1.0,42.0,1.0,42.0,1.0,,7.0,2.0,,,,1,0,0,1,1,0,2.0,1.0,4.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,1.0,1200.0,1.0,1,1,1,3,1,1,1,1.0,43.0,73.0,17.0,1.0,,0.0,0.0,0.0,7.0909098220799835,La Paz,Urbana
214-005462-A-0701,4.0,2.0,1.0,221.3185092219337,214-005462-A,214,2.0,10.0,3.0,6.0,2.0,1.0,41.0,1.0,41.0,1.0,,3.0,2.0,,,,1,0,0,1,1,0,2.0,1.0,4.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,1.0,1200.0,1.0,1,1,1,3,1,1,1,1.0,43.0,73.0,17.0,1.0,,0.0,0.0,0.0,7.0909098220799835,La Paz,Urbana
214-005462-A-0771,3.0,2.0,1.0,221.3185092219337,214-005462-A,214,1.0,10.0,3.0,6.0,2.0,1.0,41.0,1.0,41.0,1.0,,4.0,2.0,,,,1,1,0,1,1,0,2.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,1.0,1500.0,1.0,1,1,1,3,1,1,1,1.0,60.0,73.0,17.0,1.0,,0.0,0.0,0.0,7.313886831633462,La Paz,Urbana
214-005462-A-0771,4.0,2.0,1.0,221.3185092219337,214-005462-A,214,2.0,15.0,3.0,6.0,2.0,1.0,42.0,1.0,42.0,1.0,,9.0,2.0,,,,1,0,0,1,1,0,2.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,1.0,1500.0,1.0,1,1,1,3,1,1,1,1.0,60.0,73.0,17.0,1.0,,0.0,0.0,0.0,7.313886831633462,La Paz,Urbana
214-005462-A-0841,2.0,2.0,1.0,221.3185092219337,214-005462-A,214,1.0,13.0,3.0,6.0,2.0,1.0,42.0,1.0,42.0,1.0,,7.0,2.0,,,,1,1,0,1,1,0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1400.0,1.0,1,1,1,3,1,1,1,2.0,45.0,75.0,19.0,1.0,,0.0,0.0,0.0,7.244941546337007,La Paz,Urbana
214-005548-A-0251,4.0,2.0,1.0,289.76188787790034,214-005548-A,214,2.0,15.0,3.0,6.0,1.0,1.0,42.0,1.0,42.0,1.0,,8.0,2.0,,,,1,0,1,1,1,0,2.0,1.0,4.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,500.0,1.3333333333333333,1,1,1,3,1,1,1,1.0,63.0,23.0,12.0,3.0,300.0,300.0,75.0,4.330733340286331,6.2166061010848646,La Paz,Urbana
214-005548-A-0401,3.0,2.0,1.0,289.76188787790034,214-005548-A,214,1.0,12.0,3.0,6.0,2.0,1.0,41.0,1.0,41.0,1.0,,5.0,2.0,,,,1,1,0,1,1,0,2.0,1.0,4.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,500.0,1.3333333333333333,1,1,1,3,1,1,1,1.0,34.0,32.0,12.0,1.0,,0.0,0.0,0.0,6.2166061010848646,La Paz,Urbana
214-005548-A-0401,4.0,2.0,1.0,289.76188787790034,214-005548-A,214,1.0,5.0,3.0,6.0,2.0,2.0,13.0,1.0,13.0,1.0,,0.0,,,,,1,1,0,1,0,0,2.0,1.0,4.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,500.0,1.3333333333333333,1,1,1,3,1,1,1,1.0,34.0,32.0,12.0,1.0,,0.0,0.0,0.0,6.2166061010848646,La Paz,Urbana
214-005548-A-0441,2.0,2.0,1.0,289.76188787790034,214-005548-A,214,2.0,10.0,3.0,6.0,2.0,1.0,41.0,1.0,41.0,1.0,,3.0,2.0,,,,1,0,0,1,1,0,2.0,1.0,2.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,500.0,1.0,1,1,1,3,1,1,1,2.0,39.0,32.0,12.0,1.0,,0.0,0.0,0.0,6.2166061010848646,La Paz,Urbana
214-005554-A-0031,2.0,2.0,1.0,453.15109262901586,214-005554-A,214,2.0,19.0,3.0,6.0,2.0,1.0,42.0,2.0,,,,12.0,2.0,,,,0,0,0,1,1,0,2.0,1.0,4.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,6.0,4.0,1.0,500.0,0.6666666666666666,1,1,1,3,1,1,1,2.0,50.0,72.0,15.0,1.0,,0.0,0.0,0.0,6.2166061010848646,La Paz,Urbana
214-005554-A-0031,3.0,2.0,1.0,453.15109262901586,214-005554-A,214,1.0,12.0,3.0,6.0,2.0,1.0,41.0,1.0,41.0,4.0,,5.0,2.0,,,,0,1,0,1,1,0,2.0,1.0,4.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,6.0,4.0,1.0,500.0,0.6666666666666666,1,1,1,3,1,1,1,2.0,50.0,72.0,15.0,1.0,,0.0,0.0,0.0,6.2166061010848646,La Paz,Urbana
214-005554-A-0031,4.0,2.0,1.0,453.15109262901586,214-005554-A,214,1.0,14.0,6.0,6.0,2.0,1.0,42.0,1.0,42.0,4.0,,8.0,2.0,,,,0,1,0,1,1,0,2.0,1.0,4.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,6.0,4.0,1.0,500.0,0.6666666666666666,1,1,1,3,1,1,1,2.0,50.0,72.0,15.0,1.0,,0.0,0.0,0.0,6.2166061010848646,La Paz,Urbana
214-005554-A-0081,3.0,2.0,1.0,453.15109262901586,214-005554-A,214,2.0,8.0,6.0,6.0,2.0,1.0,41.0,1.0,41.0,4.0,,1.0,2.0,,,,0,0,0,1,1,0,2.0,1.0,4.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,3000.0,1.3333333333333333,1,1,1,3,1,1,1,2.0,59.0,72.0,15.0,,,0.0,0.0,0.0,8.006700845440367,La Paz,Urbana
214-005554-A-0151,2.0,2.0,1.0,453.15109262901586,214-005554-A,214,2.0,8.0,3.0,6.0,2.0,1.0,41.0,1.0,41.0,1.0,,1.0,2.0,,,,1,0,0,1,1,0,2.0,1.0,2.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,500.0,2.0,1,1,1,3,1,1,1,2.0,29.0,71.0,13.0,1.0,,0.0,0.0,0.0,6.2166061010848646,La Paz,Urbana
214-005554-A-0171,3.0,2.0,1.0,453.15109262901586,214-005554-A,214,2.0,13.0,3.0,6.0,1.0,1.0,42.0,1.0,42.0,1.0,,7.0,2.0,,,,1,0,1,1,1,0,2.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,500.0,1.0,1,1,1,3,1,1,1,1.0,38.0,73.0,17.0,3.0,4000.0,4000.0,1000.0,6.90875477931522,6.2166061010848646,La Paz,Urbana
214-005554-A-0171,4.0,2.0,1.0,453.15109262901586,214-005554-A,214,1.0,10.0,3.0,6.0,1.0,1.0,41.0,1.0,41.0,1.0,,4.0,2.0,,,,1,1,1,1,1,0,2.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,500.0,1.0,1,1,1,3,1,1,1,1.0,38.0,73.0,17.0,3.0,4000.0,4000.0,1000.0,6.90875477931522,6.2166061010848646,La Paz,Urbana
214-005554-A-0221,2.0,2.0,1.0,453.15109262901586,214-005554-A,214,2.0,13.0,3.0,6.0,2.0,1.0,42.0,1.0,42.0,1.0,,7.0,2.0,,,,1,0,0,1,1,0,2.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,500.0,1.3333333333333333,1,1,1,3,1,1,1,2.0,54.0,22.0,6.0,8.0,,5000.0,1250.0,7.1316985104669115,6.2166061010848646,La Paz,Urbana
214-005554-A-0241,2.0,2.0,1.0,453.15109262901586,214-005554-A,214,2.0,9.0,3.0,6.0,2.0,1.0,41.0,1.0,41.0,1.0,,3.0,2.0,,,,1,0,0,1,1,0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,1.0,2200.0,0.5,1,1,1,3,1,1,1,2.0,44.0,74.0,18.0,1.0,,0.0,0.0,0.0,7.696667081526462,La Paz,Urbana
214-005554-A-0261,3.0,2.0,1.0,453.15109262901586,214-005554-A,214,2.0,10.0,3.0,6.0,2.0,1.0,41.0,1.0,41.0,1.0,,3.0,2.0,,,,1,0,0,1,1,0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,500.0,1.5,1,1,1,3,1,1,1,2.0,46.0,21.0,3.0,3.0,14445.0,14445.0,4815.0,8.479698986988657,6.2166061010848646,La Paz,Urbana
214-005555-A-0051,3.0,2.0,1.0,267.76807288579636,214-005555-A,214,2.0,5.0,6.0,6.0,2.0,2.0,13.0,1.0,13.0,1.0,,0.0,,,,,1,0,0,1,0,0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,1500.0,1.0,1,1,1,3,1,1,1,2.0,55.0,73.0,17.0,3.0,10000.0,17000.0,5666.666666666667,8.642532789389376,7.313886831633462,La Paz,Urbana
214-005555-A-0271,2.0,2.0,1.0,267.76807288579636,214-005555-A,214,2.0,10.0,3.0,6.0,2.0,1.0,41.0,1.0,41.0,1.0,,4.0,2.0,,,,1,0,0,1,1,0,2.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,500.0,1.0,1,1,1,3,1,1,1,2.0,35.0,72.0,15.0,1.0,,0.0,0.0,0.0,6.2166061010848646,La Paz,Urbana
214-005555-A-0271,4.0,2.0,1.0,267.76807288579636,214-005555-A,214,2.0,7.0,12.0,6.0,2.0,1.0,41.0,1.0,41.0,1.0,,1.0,2.0,,,,1,0,0,1,1,0,2.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,500.0,1.0,1,1,1,3,1,1,1,2.0,35.0,72.0,15.0,1.0,,0.0,0.0,0.0,6.2166061010848646,La Paz,Urbana
214-005555-A-0341,3.0,2.0,1.0,267.76807288579636,214-005555-A,214,2.0,8.0,3.0,6.0,1.0,1.0,41.0,1.0,41.0,1.0,,2.0,2.0,,,,1,0,1,1,1,0,2.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,500.0,1.0,1,1,1,3,1,1,1,1.0,35.0,72.0,15.0,1.0,,0.0,0.0,0.0,6.2166061010848646,La Paz,Urbana
214-005555-A-0411,3.0,2.0,1.0,267.76807288579636,214-005555-A,214,1.0,15.0,3.0,6.0,2.0,1.0,42.0,1.0,42.0,1.0,,9.0,2.0,,,,1,1,0,1,1,0,2.0,1.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,1.0,500.0,1.25,1,1,1,3,1,1,1,1.0,36.0,72.0,15.0,1.0,,0.0,0.0,0.0,6.2166061010848646,La Paz,Urbana
214-005555-A-0411,4.0,2.0,1.0,267.76807288579636,214-005555-A,214,1.0,11.0,3.0,6.0,2.0,1.0,41.0,1.0,41.0,1.0,,5.0,2.0,,,,1,1,0,1,1,0,2.0,1.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,1.0,500.0,1.25,1,1,1,3,1,1,1,1.0,36.0,72.0,15.0,1.0,,0.0,0.0,0.0,6.2166061010848646,La Paz,Urbana
214-005555-A-0411,5.0,2.0,1.0,267.76807288579636,214-005555-A,214,1.0,13.0,4.0,6.0,2.0,1.0,42.0,1.0,42.0,1.0,,7.0,2.0,,,,1,1,0,1,1,0,2.0,1.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,1.0,500.0,1.25,1,1,1,3,1,1,1,1.0,36.0,72.0,15.0,1.0,,0.0,0.0,0.0,6.2166061010848646,La Paz,Urbana
214-005555-A-0481,3.0,2.0,1.0,267.76807288579636,214-005555-A,214,1.0,10.0,3.0,6.0,1.0,1.0,41.0,1.0,41.0,1.0,,5.0,2.0,,,,1,1,1,1,1,0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,500.0,1.0,1,1,1,3,1,1,1,1.0,35.0,72.0,15.0,1.0,,0.0,0.0,0.0,6.2166061010848646,La Paz,Urbana
